pokemon,pokemonb,avg_moves,pokemon_wins,pokemonb_wins,ties
clefairy,pikachu,8.702,973,27,0
pidgeotto,pikachu,6.779,341,659,0
jynx,pikachu,5.124,1000,0,0
mankey,pikachu,3.915,848,152,0
pikachu,starmie,5.49,88,912,0
drowzee,pikachu,7.24,999,1,0
gloom,pikachu,3.357,1000,0,0
magneton,pikachu,8.464,838,162,0
pikachu,venonat,6.871,97,903,0
dratini,pikachu,7.288,851,149,0
pikachu,scyther,3.022,9,991,0
golduck,pikachu,4.122,992,8,0
pikachu,vaporeon,4.922,0,1000,0
caterpie,pikachu,4.305,0,1000,0
beedrill,pikachu,4.068,1000,0,0
marowak,pikachu,2.896,1000,0,0
pikachu,rhyhorn,4.484,0,1000,0
gengar,pikachu,5.96,989,11,0
pikachu,seadra,3.237,188,812,0
flareon,pikachu,4.606,1000,0,0
pikachu,staryu,3.611,633,367,0
pikachu,sandshrew,7.349,15,985,0
omanyte,pikachu,3.566,493,507,0
horsea,pikachu,2.743,272,728,0
butterfree,pikachu,5.482,897,103,0
diglett,pikachu,2.313,683,317,0
pikachu,tentacruel,7.034,38,962,0
ekans,pikachu,6.966,98,902,0
exeggutor,pikachu,4.105,1000,0,0
pikachu,rapidash,4.369,0,1000,0
muk,pikachu,5.24,1000,0,0
jigglypuff,pikachu,4.63,978,22,0
pikachu,tangela,10.502,95,905,0
bellsprout,pikachu,5.124,927,73,0
onix,pikachu,10.624,1000,0,0
gyarados,lickitung,15.64,979,21,0
lickitung,persian,12.856,587,413,0
lickitung,oddish,9.307,829,171,0
lickitung,pidgey,6.241,1000,0,0
lickitung,pinsir,12.54,9,991,0
lickitung,raticate,11.936,936,64,0
dewgong,lickitung,14.873,994,6,0
lickitung,nidorina,16.557,956,44,0
lickitung,psyduck,8.685,993,7,0
bulbasaur,lickitung,8.172,4,996,0
lickitung,ninetales,18.679,905,95,0
lapras,lickitung,11.585,1000,0,0
haunter,lickitung,29.456,1000,0,0
charmeleon,lickitung,12.239,66,934,0
blastoise,lickitung,15.107,975,25,0
lickitung,mew,12.493,0,1000,0
lickitung,slowbro,13.378,0,1000,0
lickitung,tauros,12.417,3,997,0
graveler,lickitung,8.993,1000,0,0
lickitung,seel,13.569,1000,0,0
dragonite,lickitung,15.303,967,33,0
kabuto,lickitung,18.91,622,378,0
lickitung,raichu,12.533,956,44,0
lickitung,mewtwo,7.796,0,1000,0
lickitung,poliwag,6.407,1000,0,0
lickitung,snorlax,7.897,0,1000,0
dugtrio,lickitung,6.674,127,873,0
lickitung,nidoking,16.255,144,856,0
dodrio,lickitung,11.906,660,340,0
gastly,lickitung,33.011,1000,0,0
kingler,lickitung,9.862,989,11,0
lickitung,vulpix,6.05,1000,0,0
lickitung,victreebel,14.474,276,724,0
lickitung,slowpoke,19.791,941,59,0
alakazam,lickitung,7.317,757,243,0
lickitung,nidoran-f,10.664,1000,0,0
fearow,lickitung,11.542,787,213,0
lickitung,spearow,5.118,1000,0,0
lickitung,ponyta,10.627,992,8,0
lickitung,tentacool,5.452,1000,0,0
lickitung,paras,7.686,999,1,0
doduo,lickitung,6.21,3,997,0
lickitung,primeape,9.641,191,809,0
arbok,lickitung,14.505,2,998,0
lickitung,parasect,13.468,286,714,0
hitmonlee,lickitung,4.327,989,11,0
cloyster,lickitung,14.46,1000,0,0
lickitung,squirtle,10.136,1000,0,0
lickitung,magmar,11.5,423,577,0
lickitung,wartortle,15.11,736,264,0
geodude,lickitung,10.462,1000,0,0
lickitung,seaking,15.166,326,674,0
lickitung,nidoran-m,7.212,1000,0,0
lickitung,rattata,4.68,1000,0,0
lickitung,moltres,8.29,0,1000,0
hitmonchan,lickitung,12.661,346,654,0
clefairy,lickitung,12.125,0,1000,0
lickitung,pidgeotto,13.344,993,7,0
jynx,lickitung,8.582,99,901,0
lickitung,mankey,5.398,971,29,0
lickitung,starmie,16.03,868,132,0
drowzee,lickitung,10.155,0,1000,0
gloom,lickitung,11.176,731,269,0
lickitung,magneton,15.38,966,34,0
lickitung,venonat,11.336,999,1,0
dratini,lickitung,7.273,1,999,0
lickitung,scyther,13.263,60,940,0
golduck,lickitung,14.244,923,77,0
lickitung,vaporeon,16.405,71,929,0
caterpie,lickitung,6.275,0,1000,0
beedrill,lickitung,9.753,113,887,0
lickitung,marowak,13.938,30,970,0
lickitung,rhyhorn,17.791,0,1000,0
gengar,lickitung,25.423,1000,0,0
lickitung,seadra,11.423,54,946,0
flareon,lickitung,13.305,267,733,0
lickitung,staryu,6.706,995,5,0
lickitung,sandshrew,13.595,994,6,0
lickitung,omanyte,16.532,26,974,0
horsea,lickitung,7.594,12,988,0
butterfree,lickitung,11.301,9,991,0
diglett,lickitung,2.107,0,1000,0
lickitung,tentacruel,16.431,692,308,0
ekans,lickitung,5.908,0,1000,0
exeggutor,lickitung,17.334,984,16,0
lickitung,rapidash,14.338,575,425,0
lickitung,muk,19.853,45,955,0
jigglypuff,lickitung,9.375,7,993,0
lickitung,tangela,24.471,992,8,0
bellsprout,lickitung,7.039,0,1000,0
lickitung,onix,42.55,335,665,0
gyarados,persian,9.877,954,46,0
gyarados,oddish,8.682,978,22,0
gyarados,pidgey,4.603,1000,0,0
gyarados,pinsir,11.039,708,292,0
gyarados,raticate,9.146,997,3,0
dewgong,gyarados,18.493,793,207,0
gyarados,nidorina,9.968,1000,0,0
gyarados,psyduck,7.989,1000,0,0
bulbasaur,gyarados,8.244,0,1000,0
gyarados,ninetales,12.049,1000,0,0
gyarados,lapras,20.286,13,987,0
gyarados,haunter,9.412,997,3,0
charmeleon,gyarados,7.177,0,1000,0
blastoise,gyarados,20.599,374,626,0
gyarados,mew,14.883,41,959,0
gyarados,slowbro,19.359,252,748,0
gyarados,tauros,11.999,545,455,0
graveler,gyarados,5.53,222,778,0
gyarados,seel,12.779,1000,0,0
dragonite,gyarados,17.717,883,117,0
gyarados,kabuto,5.722,1000,0,0
gyarados,raichu,5.514,22,978,0
gyarados,mewtwo,10.531,4,996,0
gyarados,poliwag,5.574,1000,0,0
gyarados,snorlax,9.071,0,1000,0
dugtrio,gyarados,4.823,0,1000,0
gyarados,nidoking,10.752,913,87,0
dodrio,gyarados,9.206,108,892,0
gastly,gyarados,4.203,0,1000,0
gyarados,kingler,10.537,849,151,0
gyarados,vulpix,4.416,1000,0,0
gyarados,victreebel,14.78,629,371,0
gyarados,slowpoke,12.907,1000,0,0
alakazam,gyarados,8.599,379,621,0
gyarados,nidoran-f,6.39,1000,0,0
fearow,gyarados,9.699,186,814,0
gyarados,spearow,4.347,1000,0,0
gyarados,ponyta,6.094,1000,0,0
gyarados,tentacool,8.328,1000,0,0
gyarados,paras,6.158,1000,0,0
doduo,gyarados,4.247,0,1000,0
gyarados,primeape,10.42,917,83,0
arbok,gyarados,10.874,0,1000,0
gyarados,parasect,13.952,953,47,0
gyarados,hitmonlee,9.769,822,178,0
cloyster,gyarados,9.71,15,985,0
gyarados,squirtle,8.895,1000,0,0
gyarados,magmar,9.15,1000,0,0
gyarados,wartortle,13.922,994,6,0
geodude,gyarados,5.113,77,923,0
gyarados,seaking,16.991,839,161,0
gyarados,nidoran-m,4.765,1000,0,0
gyarados,rattata,3.329,1000,0,0
gyarados,moltres,9.044,300,700,0
gyarados,hitmonchan,9.885,623,377,0
clefairy,gyarados,9.984,0,1000,0
gyarados,pidgeotto,8.441,1000,0,0
gyarados,jynx,10.31,937,63,0
gyarados,mankey,4.504,1000,0,0
gyarados,starmie,14.861,1000,0,0
drowzee,gyarados,10.188,0,1000,0
gloom,gyarados,12.032,300,700,0
gyarados,magneton,8.683,826,174,0
gyarados,venonat,8.052,1000,0,0
dratini,gyarados,6.477,0,1000,0
gyarados,scyther,12.299,629,371,0
golduck,gyarados,18.008,146,854,0
gyarados,vaporeon,27.172,642,358,0
caterpie,gyarados,3.09,0,1000,0
beedrill,gyarados,10.156,1,999,0
gyarados,marowak,9.701,1000,0,0
gyarados,rhyhorn,6.566,986,14,0
gengar,gyarados,13.943,108,892,0
gyarados,seadra,9.603,1000,0,0
flareon,gyarados,10.476,0,1000,0
gyarados,staryu,5.375,1000,0,0
gyarados,sandshrew,4.622,999,1,0
gyarados,omanyte,7.181,1000,0,0
gyarados,horsea,3.971,1000,0,0
butterfree,gyarados,9.856,0,1000,0
diglett,gyarados,2.268,0,1000,0
gyarados,tentacruel,21.275,997,3,0
ekans,gyarados,4.529,0,1000,0
exeggutor,gyarados,17.706,715,285,0
gyarados,rapidash,9.332,995,5,0
gyarados,muk,21.056,654,346,0
gyarados,jigglypuff,7.044,999,1,0
gyarados,tangela,10.566,1000,0,0
bellsprout,gyarados,5.461,0,1000,0
gyarados,onix,5.932,1000,0,0
oddish,persian,5.893,198,802,0
persian,pidgey,4.627,1000,0,0
persian,pinsir,7.975,18,982,0
persian,raticate,7.721,870,130,0
dewgong,persian,9.519,982,18,0
nidorina,persian,10.595,144,856,0
persian,psyduck,6.099,965,35,0
bulbasaur,persian,5.681,40,960,0
ninetales,persian,11.913,160,840,0
lapras,persian,7.356,1000,0,0
haunter,persian,18.012,772,228,0
charmeleon,persian,8.362,151,849,0
blastoise,persian,9.482,980,20,0
mew,persian,7.777,1000,0,0
persian,slowbro,8.879,0,1000,0
persian,tauros,7.389,12,988,0
graveler,persian,5.569,1000,0,0
persian,seel,8.802,1000,0,0
dragonite,persian,9.834,961,39,0
kabuto,persian,10.689,567,433,0
persian,raichu,8.035,898,102,0
mewtwo,persian,5.253,1000,0,0
persian,poliwag,4.607,1000,0,0
persian,snorlax,4.836,0,1000,0
dugtrio,persian,4.258,258,742,0
nidoking,persian,9.875,900,100,0
dodrio,persian,7.362,677,323,0
gastly,persian,14.446,449,551,0
kingler,persian,6.381,944,56,0
persian,vulpix,4.38,1000,0,0
persian,victreebel,8.979,247,753,0
persian,slowpoke,13.408,798,202,0
alakazam,persian,4.68,733,267,0
nidoran-f,persian,7.39,1,999,0
fearow,persian,7.273,804,196,0
persian,spearow,3.498,1000,0,0
persian,ponyta,6.817,964,36,0
persian,tentacool,3.873,1000,0,0
paras,persian,4.952,2,998,0
doduo,persian,4.39,23,977,0
persian,primeape,6.278,233,767,0
arbok,persian,9.806,18,982,0
parasect,persian,8.228,802,198,0
hitmonlee,persian,2.636,969,31,0
cloyster,persian,9.327,999,1,0
persian,squirtle,7.064,986,14,0
magmar,persian,7.364,674,326,0
persian,wartortle,9.918,590,410,0
geodude,persian,6.474,1000,0,0
persian,seaking,9.463,296,704,0
nidoran-m,persian,4.997,0,1000,0
persian,rattata,3.304,1000,0,0
moltres,persian,4.906,1000,0,0
hitmonchan,persian,8.255,475,525,0
clefairy,persian,8.431,0,1000,0
persian,pidgeotto,8.555,981,19,0
jynx,persian,5.79,132,868,0
mankey,persian,3.836,77,923,0
persian,starmie,11.589,518,482,0
drowzee,persian,7.065,1,999,0
gloom,persian,7.104,732,268,0
magneton,persian,10.646,185,815,0
persian,venonat,7.572,999,1,0
dratini,persian,4.952,0,1000,0
persian,scyther,8.012,74,926,0
golduck,persian,9.26,905,95,0
persian,vaporeon,10.297,79,921,0
caterpie,persian,4.543,0,1000,0
beedrill,persian,6.416,269,731,0
marowak,persian,8.111,958,42,0
persian,rhyhorn,10.857,0,1000,0
gengar,persian,16.776,982,18,0
persian,seadra,7.411,86,914,0
flareon,persian,8.534,383,617,0
persian,staryu,4.442,990,10,0
persian,sandshrew,10.494,935,65,0
omanyte,persian,10.357,895,105,0
horsea,persian,5.116,52,948,0
butterfree,persian,7.582,20,980,0
diglett,persian,1.493,0,1000,0
persian,tentacruel,10.933,671,329,0
ekans,persian,4.36,0,1000,0
exeggutor,persian,11.043,995,5,0
persian,rapidash,8.888,485,515,0
muk,persian,12.433,924,76,0
jigglypuff,persian,6.396,22,978,0
persian,tangela,16.181,966,34,0
bellsprout,persian,4.844,3,997,0
onix,persian,22.692,407,593,0
oddish,pidgey,5.08,822,178,0
oddish,pinsir,5.393,5,995,0
oddish,raticate,6.588,453,547,0
dewgong,oddish,4.449,942,58,0
nidorina,oddish,12.711,765,235,0
oddish,psyduck,3.303,961,39,0
bulbasaur,oddish,18.722,120,880,0
ninetales,oddish,7.206,1000,0,0
lapras,oddish,5.393,957,43,0
haunter,oddish,5.629,891,109,0
charmeleon,oddish,6.16,973,27,0
blastoise,oddish,7.149,472,528,0
mew,oddish,4.212,1000,0,0
oddish,slowbro,4.167,122,878,0
oddish,tauros,5.103,37,963,0
graveler,oddish,2.251,370,630,0
oddish,seel,5.322,856,144,0
dragonite,oddish,6.861,1000,0,0
kabuto,oddish,2.167,4,996,0
oddish,raichu,9.38,989,11,0
mewtwo,oddish,2.562,1000,0,0
oddish,poliwag,3.009,1000,0,0
oddish,snorlax,3.42,0,1000,0
dugtrio,oddish,2.558,339,661,0
nidoking,oddish,6.784,937,63,0
dodrio,oddish,4.242,992,8,0
gastly,oddish,4.749,363,637,0
kingler,oddish,2.799,194,806,0
oddish,vulpix,6.461,210,790,0
oddish,victreebel,11.921,0,1000,0
oddish,slowpoke,4.284,903,97,0
alakazam,oddish,2.085,1000,0,0
nidoran-f,oddish,9.567,30,970,0
fearow,oddish,3.569,1000,0,0
oddish,spearow,3.838,520,480,0
oddish,ponyta,5.791,1,999,0
oddish,tentacool,9.284,984,16,0
oddish,paras,3.22,418,582,0
doduo,oddish,3.752,470,530,0
oddish,primeape,5.929,157,843,0
arbok,oddish,11.382,968,32,0
oddish,parasect,3.885,84,916,0
hitmonlee,oddish,4.919,977,23,0
cloyster,oddish,2.732,219,781,0
oddish,squirtle,3.28,995,5,0
magmar,oddish,3.081,1000,0,0
oddish,wartortle,5.529,933,67,0
geodude,oddish,1.964,120,880,0
oddish,seaking,5.418,494,506,0
nidoran-m,oddish,8.234,25,975,0
oddish,rattata,2.859,996,4,0
moltres,oddish,2.814,1000,0,0
hitmonchan,oddish,5.39,900,100,0
clefairy,oddish,9.226,39,961,0
oddish,pidgeotto,6.135,31,969,0
jynx,oddish,6.356,854,146,0
mankey,oddish,4.032,82,918,0
oddish,starmie,5.91,993,7,0
drowzee,oddish,7.312,690,310,0
gloom,oddish,15.823,960,40,0
magneton,oddish,7.066,80,920,0
oddish,venonat,5.346,0,1000,0
dratini,oddish,7.373,126,874,0
oddish,scyther,5.268,0,1000,0
golduck,oddish,5.603,519,481,0
oddish,vaporeon,9.888,288,712,0
caterpie,oddish,3.335,0,1000,0
beedrill,oddish,3.391,1000,0,0
marowak,oddish,4.584,560,440,0
oddish,rhyhorn,2.935,944,56,0
gengar,oddish,5.232,985,15,0
oddish,seadra,3.29,981,19,0
flareon,oddish,5.135,1000,0,0
oddish,staryu,2.918,1000,0,0
oddish,sandshrew,3.132,990,10,0
oddish,omanyte,2.978,994,6,0
horsea,oddish,2.393,0,1000,0
butterfree,oddish,4.894,1000,0,0
diglett,oddish,1.942,3,997,0
oddish,tentacruel,14.438,300,700,0
ekans,oddish,8.412,8,992,0
exeggutor,oddish,6.68,1000,0,0
oddish,rapidash,5.011,0,1000,0
muk,oddish,8.553,1000,0,0
jigglypuff,oddish,5.778,300,700,0
oddish,tangela,7.902,990,10,0
bellsprout,oddish,8.8,110,890,0
oddish,onix,2.594,1000,0,0
pidgey,pinsir,3.896,0,1000,0
pidgey,raticate,5.573,2,998,0
dewgong,pidgey,2.894,1000,0,0
nidorina,pidgey,8.38,1000,0,0
pidgey,psyduck,5.615,13,987,0
bulbasaur,pidgey,6.414,322,678,0
ninetales,pidgey,5.922,1000,0,0
lapras,pidgey,2.807,1000,0,0
haunter,pidgey,8.447,786,214,0
charmeleon,pidgey,5.538,999,1,0
blastoise,pidgey,4.155,1000,0,0
mew,pidgey,3.374,1000,0,0
pidgey,slowbro,3.385,0,1000,0
pidgey,tauros,3.619,0,1000,0
graveler,pidgey,2.965,1000,0,0
pidgey,seel,4.892,0,1000,0
dragonite,pidgey,4.413,1000,0,0
kabuto,pidgey,5.809,1000,0,0
pidgey,raichu,2.558,0,1000,0
mewtwo,pidgey,2.343,1000,0,0
pidgey,poliwag,6.037,232,768,0
pidgey,snorlax,2.095,0,1000,0
dugtrio,pidgey,6.85,593,407,0
nidoking,pidgey,4.852,1000,0,0
dodrio,pidgey,3.716,1000,0,0
gastly,pidgey,6.142,402,598,0
kingler,pidgey,3.386,1000,0,0
pidgey,vulpix,6.341,283,717,0
pidgey,victreebel,5.643,5,995,0
pidgey,slowpoke,6.652,0,1000,0
alakazam,pidgey,2.0,1000,0,0
nidoran-f,pidgey,10.213,785,215,0
fearow,pidgey,3.617,1000,0,0
pidgey,spearow,4.65,195,805,0
pidgey,ponyta,5.215,0,1000,0
pidgey,tentacool,7.234,563,437,0
paras,pidgey,3.414,89,911,0
doduo,pidgey,4.8,907,93,0
pidgey,primeape,3.994,5,995,0
arbok,pidgey,7.531,1000,0,0
parasect,pidgey,4.532,707,293,0
hitmonlee,pidgey,2.228,998,2,0
cloyster,pidgey,3.392,1000,0,0
pidgey,squirtle,6.596,3,997,0
magmar,pidgey,3.276,1000,0,0
pidgey,wartortle,5.177,0,1000,0
geodude,pidgey,3.159,1000,0,0
pidgey,seaking,4.569,0,1000,0
nidoran-m,pidgey,7.984,590,410,0
pidgey,rattata,5.279,733,267,0
moltres,pidgey,3.206,1000,0,0
hitmonchan,pidgey,3.519,982,18,0
clefairy,pidgey,9.91,995,5,0
pidgeotto,pidgey,6.33,1000,0,0
jynx,pidgey,5.231,967,33,0
mankey,pidgey,3.871,543,457,0
pidgey,starmie,5.38,0,1000,0
drowzee,pidgey,7.013,993,7,0
gloom,pidgey,4.77,984,16,0
magneton,pidgey,4.765,1000,0,0
pidgey,venonat,7.616,455,545,0
dratini,pidgey,7.042,676,324,0
pidgey,scyther,4.04,0,1000,0
golduck,pidgey,4.079,1000,0,0
pidgey,vaporeon,4.992,0,1000,0
caterpie,pidgey,4.501,0,1000,0
beedrill,pidgey,5.891,765,235,0
marowak,pidgey,11.845,968,32,0
pidgey,rhyhorn,5.218,0,1000,0
gengar,pidgey,5.954,986,14,0
pidgey,seadra,3.123,0,1000,0
flareon,pidgey,4.521,1000,0,0
pidgey,staryu,4.815,86,914,0
pidgey,sandshrew,7.735,38,962,0
omanyte,pidgey,4.636,1000,0,0
horsea,pidgey,3.974,956,44,0
butterfree,pidgey,4.809,979,21,0
diglett,pidgey,2.046,0,1000,0
pidgey,tentacruel,6.577,0,1000,0
ekans,pidgey,8.063,125,875,0
exeggutor,pidgey,4.807,1000,0,0
pidgey,rapidash,4.122,0,1000,0
muk,pidgey,4.949,1000,0,0
jigglypuff,pidgey,5.122,1000,0,0
pidgey,tangela,11.287,572,428,0
bellsprout,pidgey,5.223,266,734,0
onix,pidgey,9.777,1000,0,0
pinsir,raticate,6.955,1000,0,0
dewgong,pinsir,11.297,616,384,0
nidorina,pinsir,9.156,0,1000,0
pinsir,psyduck,5.382,991,9,0
bulbasaur,pinsir,5.07,0,1000,0
ninetales,pinsir,9.15,407,593,0
lapras,pinsir,8.611,1000,0,0
haunter,pinsir,15.556,886,114,0
charmeleon,pinsir,6.327,297,703,0
blastoise,pinsir,11.065,589,411,0
mew,pinsir,9.996,978,22,0
pinsir,slowbro,10.067,4,996,0
pinsir,tauros,10.874,397,603,0
graveler,pinsir,8.633,985,15,0
pinsir,seel,7.566,1000,0,0
dragonite,pinsir,11.431,733,267,0
kabuto,pinsir,8.271,27,973,0
pinsir,raichu,6.998,984,16,0
mewtwo,pinsir,5.353,1000,0,0
pinsir,poliwag,3.8,1000,0,0
pinsir,snorlax,6.888,0,1000,0
dugtrio,pinsir,4.117,0,1000,0
nidoking,pinsir,11.267,202,798,0
dodrio,pinsir,6.939,515,485,0
gastly,pinsir,13.594,474,526,0
kingler,pinsir,8.051,692,308,0
pinsir,vulpix,3.464,984,16,0
pinsir,victreebel,9.494,675,325,0
pinsir,slowpoke,11.567,995,5,0
alakazam,pinsir,4.616,517,483,0
nidoran-f,pinsir,6.316,0,1000,0
fearow,pinsir,6.867,611,389,0
pinsir,spearow,3.423,998,2,0
pinsir,ponyta,5.836,973,27,0
pinsir,tentacool,3.495,1000,0,0
paras,pinsir,4.45,0,1000,0
doduo,pinsir,3.633,29,971,0
pinsir,primeape,7.898,947,53,0
arbok,pinsir,8.386,26,974,0
parasect,pinsir,8.785,48,952,0
hitmonlee,pinsir,5.859,21,979,0
cloyster,pinsir,11.264,544,456,0
pinsir,squirtle,5.937,999,1,0
magmar,pinsir,4.802,826,174,0
pinsir,wartortle,8.684,926,74,0
geodude,pinsir,9.215,686,314,0
pinsir,seaking,10.154,861,139,0
nidoran-m,pinsir,4.533,0,1000,0
pinsir,rattata,2.943,1000,0,0
moltres,pinsir,4.092,1000,0,0
hitmonchan,pinsir,7.233,54,946,0
clefairy,pinsir,7.435,0,1000,0
pidgeotto,pinsir,7.185,83,917,0
jynx,pinsir,5.431,87,913,0
mankey,pinsir,3.427,0,1000,0
pinsir,starmie,9.524,980,20,0
drowzee,pinsir,6.301,0,1000,0
gloom,pinsir,7.98,131,869,0
magneton,pinsir,8.541,20,980,0
pinsir,venonat,6.539,1000,0,0
dratini,pinsir,4.576,0,1000,0
pinsir,scyther,9.93,776,224,0
golduck,pinsir,9.792,544,456,0
pinsir,vaporeon,11.449,323,677,0
caterpie,pinsir,3.9,0,1000,0
beedrill,pinsir,6.246,24,976,0
marowak,pinsir,11.144,4,996,0
pinsir,rhyhorn,16.953,71,929,0
gengar,pinsir,13.641,973,27,0
pinsir,seadra,7.728,367,633,0
flareon,pinsir,6.834,399,601,0
pinsir,staryu,3.681,999,1,0
pinsir,sandshrew,8.098,1000,0,0
omanyte,pinsir,9.379,274,726,0
horsea,pinsir,4.294,9,991,0
butterfree,pinsir,6.395,4,996,0
diglett,pinsir,1.501,0,1000,0
pinsir,tentacruel,9.41,682,318,0
ekans,pinsir,3.528,0,1000,0
exeggutor,pinsir,14.211,171,829,0
pinsir,rapidash,8.071,566,434,0
muk,pinsir,9.037,929,71,0
jigglypuff,pinsir,5.9,0,1000,0
pinsir,tangela,12.04,1000,0,0
bellsprout,pinsir,4.455,1,999,0
onix,pinsir,12.729,7,993,0
dewgong,raticate,8.576,1000,0,0
nidorina,raticate,12.083,551,449,0
psyduck,raticate,7.248,161,839,0
bulbasaur,raticate,6.913,204,796,0
ninetales,raticate,12.532,743,257,0
lapras,raticate,6.737,1000,0,0
haunter,raticate,17.271,1000,0,0
charmeleon,raticate,9.161,435,565,0
blastoise,raticate,8.511,1000,0,0
mew,raticate,6.877,1000,0,0
raticate,slowbro,7.881,0,1000,0
raticate,tauros,6.351,0,1000,0
graveler,raticate,4.842,1000,0,0
raticate,seel,10.823,876,124,0
dragonite,raticate,8.799,995,5,0
kabuto,raticate,10.612,930,70,0
raichu,raticate,8.721,507,493,0
mewtwo,raticate,4.818,1000,0,0
poliwag,raticate,5.483,13,987,0
raticate,snorlax,4.381,0,1000,0
dugtrio,raticate,4.462,586,414,0
nidoking,raticate,8.391,983,17,0
dodrio,raticate,6.949,944,56,0
gastly,raticate,21.04,1000,0,0
kingler,raticate,5.298,996,4,0
raticate,vulpix,5.47,991,9,0
raticate,victreebel,8.301,50,950,0
raticate,slowpoke,14.046,188,812,0
alakazam,raticate,4.59,902,98,0
nidoran-f,raticate,9.12,56,944,0
fearow,raticate,6.55,976,24,0
raticate,spearow,4.762,973,27,0
ponyta,raticate,7.976,294,706,0
raticate,tentacool,5.219,995,5,0
paras,raticate,6.092,122,878,0
doduo,raticate,5.165,147,853,0
primeape,raticate,5.675,936,64,0
arbok,raticate,11.841,265,735,0
parasect,raticate,7.313,968,32,0
hitmonlee,raticate,2.656,991,9,0
cloyster,raticate,8.368,1000,0,0
raticate,squirtle,9.104,847,153,0
magmar,raticate,6.949,893,107,0
raticate,wartortle,9.966,196,804,0
geodude,raticate,5.598,1000,0,0
raticate,seaking,8.668,33,967,0
nidoran-m,raticate,6.427,68,932,0
raticate,rattata,3.775,995,5,0
moltres,raticate,4.545,1000,0,0
hitmonchan,raticate,7.787,864,136,0
clefairy,raticate,10.326,21,979,0
pidgeotto,raticate,9.862,288,712,0
jynx,raticate,6.697,268,732,0
mankey,raticate,4.656,289,711,0
raticate,starmie,11.172,221,779,0
drowzee,raticate,8.705,51,949,0
gloom,raticate,7.116,914,86,0
magneton,raticate,11.411,454,546,0
raticate,venonat,9.642,856,144,0
dratini,raticate,6.269,10,990,0
raticate,scyther,7.083,15,985,0
golduck,raticate,8.32,995,5,0
raticate,vaporeon,9.618,5,995,0
caterpie,raticate,5.663,0,1000,0
beedrill,raticate,6.674,559,441,0
marowak,raticate,7.117,1000,0,0
raticate,rhyhorn,9.251,0,1000,0
gengar,raticate,15.373,1000,0,0
raticate,seadra,7.07,23,977,0
flareon,raticate,8.76,742,258,0
raticate,staryu,5.354,932,68,0
raticate,sandshrew,11.323,703,297,0
omanyte,raticate,9.437,996,4,0
horsea,raticate,6.297,225,775,0
butterfree,raticate,9.182,288,712,0
diglett,raticate,2.183,4,996,0
raticate,tentacruel,12.413,380,620,0
ekans,raticate,5.419,0,1000,0
exeggutor,raticate,9.421,998,2,0
rapidash,raticate,8.58,908,92,0
muk,raticate,10.744,1000,0,0
jigglypuff,raticate,7.551,268,732,0
raticate,tangela,18.875,665,335,0
bellsprout,raticate,5.76,75,925,0
onix,raticate,22.552,948,52,0
dewgong,nidorina,10.031,1000,0,0
dewgong,psyduck,8.419,1000,0,0
bulbasaur,dewgong,4.424,14,986,0
dewgong,ninetales,14.411,1000,0,0
dewgong,lapras,27.846,7,993,0
dewgong,haunter,10.717,957,43,0
charmeleon,dewgong,8.378,0,1000,0
blastoise,dewgong,22.432,589,411,0
dewgong,mew,14.12,11,989,0
dewgong,slowbro,18.338,2,998,0
dewgong,tauros,11.936,465,535,0
dewgong,graveler,5.359,768,232,0
dewgong,seel,13.552,1000,0,0
dewgong,dragonite,7.843,951,49,0
dewgong,kabuto,8.622,1000,0,0
dewgong,raichu,9.139,760,240,0
dewgong,mewtwo,9.676,0,1000,0
dewgong,poliwag,5.848,1000,0,0
dewgong,snorlax,8.598,0,1000,0
dewgong,dugtrio,3.779,997,3,0
dewgong,nidoking,8.859,977,23,0
dewgong,dodrio,5.788,975,25,0
dewgong,gastly,5.404,999,1,0
dewgong,kingler,12.639,677,323,0
dewgong,vulpix,5.116,1000,0,0
dewgong,victreebel,7.221,644,356,0
dewgong,slowpoke,15.458,1000,0,0
alakazam,dewgong,8.117,361,639,0
dewgong,nidoran-f,6.228,1000,0,0
dewgong,fearow,6.271,969,31,0
dewgong,spearow,2.485,1000,0,0
dewgong,ponyta,7.19,1000,0,0
dewgong,tentacool,7.127,1000,0,0
dewgong,paras,3.445,1000,0,0
dewgong,doduo,2.894,1000,0,0
dewgong,primeape,8.974,599,401,0
arbok,dewgong,10.494,0,1000,0
dewgong,parasect,7.33,990,10,0
dewgong,hitmonlee,4.437,18,982,0
cloyster,dewgong,20.522,54,946,0
dewgong,squirtle,9.616,1000,0,0
dewgong,magmar,10.449,910,90,0
dewgong,wartortle,15.529,996,4,0
dewgong,geodude,3.424,936,64,0
dewgong,seaking,18.115,807,193,0
dewgong,nidoran-m,4.792,1000,0,0
dewgong,rattata,3.004,1000,0,0
dewgong,moltres,7.99,322,678,0
dewgong,hitmonchan,10.535,876,124,0
clefairy,dewgong,9.352,0,1000,0
dewgong,pidgeotto,5.466,1000,0,0
dewgong,jynx,11.093,1000,0,0
dewgong,mankey,4.101,996,4,0
dewgong,starmie,17.041,1000,0,0
dewgong,drowzee,8.784,1000,0,0
dewgong,gloom,5.971,656,344,0
dewgong,magneton,9.153,980,20,0
dewgong,venonat,7.764,1000,0,0
dewgong,dratini,3.4,1000,0,0
dewgong,scyther,8.363,949,51,0
dewgong,golduck,19.527,529,471,0
